structure_id,SMILES,InChIKey
4dc6109995245107,CN(Cc1ccc(F)cc1)S(=O)(=O)c1cc(F)cc(F)c1,FOFZJNMFTHTGEE-UHFFFAOYSA-N
e850ec7f0ada46d9,Cc1nc(S(=O)(=O)NC2(c3ccc4c(c3)OCCO4)CC2)cn1C,XQBFZAYPZKPSLS-UHFFFAOYSA-N
c4814ecbdc998cec,O=C(NCc1cc[nH]n1)N1CCc2cc(-c3cccc(F)c3)ccc21,RQZMYCXAAQBDIN-UHFFFAOYSA-N
b2377e0dd3327f8c,O/C(=N\Cc1cc[nH]n1)N1CCc2cc(-c3cccc(F)c3)ccc21,RQZMYCXAAQBDIN-UHFFFAOYSA-N
d918fd8e9aa5b0da,O/C(=N/Cc1cc[nH]n1)N1CCc2cc(-c3cccc(F)c3)ccc21,RQZMYCXAAQBDIN-UHFFFAOYSA-N
8e0ee5b4fc71acf7,O=C(NCc1ccn[nH]1)N1CCc2cc(-c3cccc(F)c3)ccc21,RQZMYCXAAQBDIN-UHFFFAOYSA-N
86afaec3891fa8d0,O=C(Cn1ncc2ncccc21)N(Cc1ccccc1F)C1CC1,GBNYBKQMJXXNGZ-UHFFFAOYSA-N
cb64865d0d687905,CCOc1ccc([C@@H]2C[C@H]2NC(=O)c2cnn3ccncc23)cc1,NGKPXPHODPZOQR-GOEBONIOSA-N
f7a1916cfde6bf41,CCOc1ccc([C@@H]2C[C@H]2/N=C(\O)c2cnn3ccncc23)cc1,NGKPXPHODPZOQR-GOEBONIOSA-N
64bfc6e00ae2089f,CCOc1ccc([C@@H]2C[C@H]2/N=C(/O)c2cnn3ccncc23)cc1,NGKPXPHODPZOQR-GOEBONIOSA-N
04d332ce2294f6d6,Cc1c(NC(=O)Cn2nc(C(F)(F)F)c3c2CCC3)nnn1C,JPMGVFMLKVPBHV-UHFFFAOYSA-N
c99ca9067099b3e1,Cc1c(/N=C(/O)Cn2nc(C(F)(F)F)c3c2CCC3)nnn1C,JPMGVFMLKVPBHV-UHFFFAOYSA-N
a5c9d8242887cdc5,Cc1c(/N=C(\O)Cn2nc(C(F)(F)F)c3c2CCC3)nnn1C,JPMGVFMLKVPBHV-UHFFFAOYSA-N
1430df5fff2253ba,COc1cccc(C2(C(=O)NCCn3cnc4ccccc43)CC2)c1,DQZJDHCMLCSSMJ-UHFFFAOYSA-N
de17f2a621ca83b1,COc1cccc(C2(/C(O)=N/CCn3cnc4ccccc43)CC2)c1,DQZJDHCMLCSSMJ-UHFFFAOYSA-N
d2f389f37758b964,COc1cccc(C2(/C(O)=N\CCn3cnc4ccccc43)CC2)c1,DQZJDHCMLCSSMJ-UHFFFAOYSA-N
0f0a791c7e0e37df,Cn1ccc(NC(=O)N(Cc2cccc(F)c2)C2CCC2)cc1=O,VXOXNSXYWJEKTF-UHFFFAOYSA-N
d7df4eddcd645570,Cn1ccc(/N=C(\O)N(Cc2cccc(F)c2)C2CCC2)cc1=O,VXOXNSXYWJEKTF-UHFFFAOYSA-N
27a795aa923ec960,Cn1ccc(/N=C(/O)N(Cc2cccc(F)c2)C2CCC2)cc1=O,VXOXNSXYWJEKTF-UHFFFAOYSA-N
1d4ba1a91032dd2a,CCCc1noc2nc(-c3ccco3)cc(C(=O)NCCNC(=O)c3ccc(O)cc3)c12,WZXMZZYXZTZLLG-UHFFFAOYSA-N
a289b2e5166816eb,CCCc1noc2nc(-c3ccco3)cc(/C(O)=N/CCNC(=O)c3ccc(O)cc3)c12,WZXMZZYXZTZLLG-UHFFFAOYSA-N
453396a39caab2ef,CCCc1noc2nc(-c3ccco3)cc(C(=O)NCC/N=C(\O)c3ccc(O)cc3)c12,WZXMZZYXZTZLLG-UHFFFAOYSA-N
ad2d23337b75d731,CCCc1noc2nc(-c3ccco3)cc(C(=O)NCC/N=C(/O)c3ccc(O)cc3)c12,WZXMZZYXZTZLLG-UHFFFAOYSA-N
1226b6128588ffe9,CCCc1noc2nc(-c3ccco3)cc(/C(O)=N\CCNC(=O)c3ccc(O)cc3)c12,WZXMZZYXZTZLLG-UHFFFAOYSA-N
0be9899e7d4ed590,COc1ccnc(N2Cc3ccccc3OC3(CCOCC3)C2)n1,UMXRGAODQZYOOP-UHFFFAOYSA-N
0bbc394bd2c36b70,Cc1cc(NS(=O)(=O)CCc2cccc(F)c2)cnc1C,NVEMSTLZFNWUBN-UHFFFAOYSA-N
8b6be23680e70038,NC(=O)c1cc(NC(=O)c2csc(C3CCCCC3)c2)c[nH]1,UTKYZUZVBSGYGI-UHFFFAOYSA-N
d7cd351399c2683d,NC(=O)c1cc(/N=C(\O)c2csc(C3CCCCC3)c2)c[nH]1,UTKYZUZVBSGYGI-UHFFFAOYSA-N
9ae0cdd3ef9b87dd,N=C(O)c1cc(NC(=O)c2csc(C3CCCCC3)c2)c[nH]1,UTKYZUZVBSGYGI-UHFFFAOYSA-N
ceb0a7a8ba0bcfb3,NC(=O)c1cc(/N=C(/O)c2csc(C3CCCCC3)c2)c[nH]1,UTKYZUZVBSGYGI-UHFFFAOYSA-N
610459929086adc4,CN(C(=O)c1cc(O)n(C)n1)c1ccc(OCc2ccccc2)cc1,QEAPYLKTGQVVMC-UHFFFAOYSA-N
77603a7d70206149,CCCN(C)c1nnc(-c2ccc([N+](=O)[O-])cc2)n1CC,PDBWOFVYZHURFQ-UHFFFAOYSA-N
6b9c0f4123ee8498,CC(=O)Nc1ccc(CCNC(=O)c2cccc(NC(=O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
6c22ff4abf1b84a5,CC(=O)Nc1ccc(CCNC(=O)c2cccc(/N=C(/O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
6ac2e7499511a2f3,C/C(O)=N/c1ccc(CCNC(=O)c2cccc(NC(=O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
7922eba89538b485,CC(=O)Nc1ccc(CC/N=C(\O)c2cccc(NC(=O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
c4f9111085308860,CC(=O)Nc1ccc(CCNC(=O)c2cccc(/N=C(\O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
e6db9a092abebc90,C/C(O)=N\c1ccc(CCNC(=O)c2cccc(NC(=O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
60f8d1d055e59748,CC(=O)Nc1ccc(CC/N=C(/O)c2cccc(NC(=O)c3ccc(Br)o3)c2)cc1,UQGLJGBXIHDDBD-UHFFFAOYSA-N
43a2598e4d3f6f1e,CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
0f94fb1824b81bfc,CC(C)Oc1cc(/N=C(\O)NCc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
ba09cc7fab248a8c,CC(C)Oc1c/c(=N\C(=O)NCc2noc3c2COCC3)cc[nH]1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
736ad74f5d9cca8b,CC(C)Oc1c/c(=N/C(=O)NCc2noc3c2COCC3)cc[nH]1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
db5be7349641bc1a,CC(C)Oc1cc(/N=C(/O)NCc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
d7ef84e0660b963f,CC(C)Oc1cc(N/C(O)=N\Cc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
9b487dee6643e062,CC(C)Oc1cc(N/C(O)=N/Cc2noc3c2COCC3)ccn1,XGXGIICWCMYWOQ-UHFFFAOYSA-N
8f3523da68fc3b6c,Cc1ccc(-c2cc(C(=O)Nc3cccc(C(=O)NCCC(N)=O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
9999248eaed2e187,Cc1ccc(-c2cc(C(=O)Nc3cccc(C(=O)NCCC(=N)O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
8bc3c164de73a74e,Cc1ccc(-c2cc(C(=O)Nc3cccc(/C(O)=N\CCC(N)=O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
a7dbc00edab8d336,Cc1ccc(-c2cc(/C(O)=N\c3cccc(C(=O)NCCC(N)=O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
a02462054faf64c0,Cc1ccc(-c2cc(/C(O)=N/c3cccc(C(=O)NCCC(N)=O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
7b53246829e2454f,Cc1ccc(-c2cc(C(=O)Nc3cccc(/C(O)=N/CCC(N)=O)c3)c3ccccc3n2)o1,SSIASJOYLITGMF-UHFFFAOYSA-N
07a5cfd117bf587e,CN(C)c1nc2cc(NC(=O)c3ccc(F)c(S(=O)(=O)N4CCCC4)c3)ccc2[nH]1,DEAGURGKWJSZJY-UHFFFAOYSA-N
bd546373cdf02f9a,CN(C)c1nc2ccc(NC(=O)c3ccc(F)c(S(=O)(=O)N4CCCC4)c3)cc2[nH]1,DEAGURGKWJSZJY-UHFFFAOYSA-N
0506369752d0457d,O=C1NC(=O)C2(CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3ccccc3)CC2)N1,INBQPOXYEBRPSK-UHFFFAOYSA-N
ee6e5609b6f87c7e,O=C(c1cn(Cc2ccccc2)nc1-c1ccccc1)N1CCC2(CC1)NC(O)=NC2=O,INBQPOXYEBRPSK-UHFFFAOYSA-N
eaefcae1e8f1c20a,O=C(c1cn(Cc2ccccc2)nc1-c1ccccc1)N1CCC2(CC1)N=C(O)NC2=O,INBQPOXYEBRPSK-UHFFFAOYSA-N
816c23ddc71754ca,O=C1N=C(O)C2(CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3ccccc3)CC2)N1,INBQPOXYEBRPSK-UHFFFAOYSA-N
64dd85d545df9123,COCCN1CCN(c2cc(C(F)F)nc3ccc(Cl)cc23)CC1=O,SPHCKBOPGYCSJW-UHFFFAOYSA-N
a0a4833649a1a8bc,Cc1nnccc1NC(=O)NCc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
0eba27f194de6b9e,Cc1n[nH]cc/c1=N\C(=O)NCc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
1d0e7bc21be3b8bd,Cc1nnccc1N/C(O)=N\Cc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
5e00190c02ecb1c1,Cc1nnccc1/N=C(/O)NCc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
603142410b75d0c4,Cc1nnccc1/N=C(\O)NCc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
a0f517068ebd96ea,Cc1nnccc1N/C(O)=N/Cc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
29a29cf5266cfc53,Cc1n[nH]cc/c1=N/C(=O)NCc1nc(C(C)(C)C)co1,ADKHMPGLLBSFJB-UHFFFAOYSA-N
8f5e4105939ab2fa,CCn1cnc2c1CCN(C(=O)Nc1cnc(-c3ccccc3)nc1)C2,IASSYYRRIMLMJF-UHFFFAOYSA-N
b7b9edd96757fcea,CCn1cnc2c1CCN(/C(O)=N/c1cnc(-c3ccccc3)nc1)C2,IASSYYRRIMLMJF-UHFFFAOYSA-N
d8a3880836e954cb,CCn1cnc2c1CCN(/C(O)=N\c1cnc(-c3ccccc3)nc1)C2,IASSYYRRIMLMJF-UHFFFAOYSA-N
b2d8ab4c341550f8,O=C(Nc1ccc(-n2cccn2)c(F)c1)c1ccnn1-c1ccccc1,STKPDYXEWHQTCA-UHFFFAOYSA-N
2ac8aa8a8907a355,O/C(=N\c1ccc(-n2cccn2)c(F)c1)c1ccnn1-c1ccccc1,STKPDYXEWHQTCA-UHFFFAOYSA-N
a86348c8254d6cd7,O/C(=N/c1ccc(-n2cccn2)c(F)c1)c1ccnn1-c1ccccc1,STKPDYXEWHQTCA-UHFFFAOYSA-N
6102b6181b772770,O=C(CCS(=O)(=O)c1cccc(Br)c1)Nc1ncn(Cc2cccc(F)c2)n1,IZEPBKFPUGYZQV-UHFFFAOYSA-N
4416474bb2587633,O=C(CCS(=O)(=O)c1cccc(Br)c1)/N=c1\ncn(Cc2cccc(F)c2)[nH]1,IZEPBKFPUGYZQV-UHFFFAOYSA-N
eaf6b4f453f914aa,O=C(CCS(=O)(=O)c1cccc(Br)c1)/N=c1/ncn(Cc2cccc(F)c2)[nH]1,IZEPBKFPUGYZQV-UHFFFAOYSA-N
3f384ac2633204dc,N#Cc1cccc(CC(=O)NCCNc2ccc3ccccc3n2)c1,ZIRIALKYMSTTOK-UHFFFAOYSA-N
c24d576b1ff0fbb9,N#Cc1cccc(C/C(O)=N\CCNc2ccc3ccccc3n2)c1,ZIRIALKYMSTTOK-UHFFFAOYSA-N
d7d6e2476f3d4a46,N#Cc1cccc(C/C(O)=N/CCNc2ccc3ccccc3n2)c1,ZIRIALKYMSTTOK-UHFFFAOYSA-N
d0a496e2cf8c2149,CC(C)c1nccn1CC(=O)N1Cc2ncccc2N2CCC[C@H]2C1,JAOOOUFPOJHYAZ-HNNXBMFYSA-N
836cfd28a97fd825,Cc1[nH]c2ncnn2c(=O)c1CCC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1,HHSVVFAAWLTKDK-UHFFFAOYSA-N
2a37bcca196c599e,Cc1nc2[nH]cnn2c(=O)c1CCC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1,HHSVVFAAWLTKDK-UHFFFAOYSA-N
5a0ed187bd0547ba,COc1ccccc1C(=O)NCC(=O)NC1CCN(c2ccccc2OC)CC1,DJKSGBKMGAYNKQ-UHFFFAOYSA-N
b8b2c658732b1e5d,COc1ccccc1C(=O)NC/C(O)=N\C1CCN(c2ccccc2OC)CC1,DJKSGBKMGAYNKQ-UHFFFAOYSA-N
84cff3b4491a1ae5,COc1ccccc1C(=O)NC/C(O)=N/C1CCN(c2ccccc2OC)CC1,DJKSGBKMGAYNKQ-UHFFFAOYSA-N
f7ff9516a0c719dc,COc1ccccc1/C(O)=N\CC(=O)NC1CCN(c2ccccc2OC)CC1,DJKSGBKMGAYNKQ-UHFFFAOYSA-N
08e38e16bf78de06,COc1ccccc1/C(O)=N/CC(=O)NC1CCN(c2ccccc2OC)CC1,DJKSGBKMGAYNKQ-UHFFFAOYSA-N
1d63ed9b11e45200,Cc1ccccc1-c1nnsc1C(=O)N[C@H]1CCCC(F)(F)[C@@H]1O,RVKSNPFCZGUTPN-SMDDNHRTSA-N
8197b0554ea6337e,Cc1ccccc1-c1nnsc1/C(O)=N/[C@H]1CCCC(F)(F)[C@@H]1O,RVKSNPFCZGUTPN-SMDDNHRTSA-N
54f498947e9e4ba5,Cc1ccccc1-c1nnsc1/C(O)=N\[C@H]1CCCC(F)(F)[C@@H]1O,RVKSNPFCZGUTPN-SMDDNHRTSA-N
b1f9c1a6eaa81884,O=C(NCC1(c2cccc(OC(F)(F)F)c2)CCC1)N1CCC2(COC2)C1,INNIWILFFBPYHA-UHFFFAOYSA-N
bbe2c5a6bd3a8af2,O/C(=N\CC1(c2cccc(OC(F)(F)F)c2)CCC1)N1CCC2(COC2)C1,INNIWILFFBPYHA-UHFFFAOYSA-N
d78d31fa76ae8179,O/C(=N/CC1(c2cccc(OC(F)(F)F)c2)CCC1)N1CCC2(COC2)C1,INNIWILFFBPYHA-UHFFFAOYSA-N
2685234d42d12bea,CN(C)c1cccc(CNC(=O)C2CN(C(=O)C3CCCCC3)C2)n1,KWVITUKLMNTECU-UHFFFAOYSA-N
4b5f8e7ff4a94d31,CN(C)c1cccc(C/N=C(\O)C2CN(C(=O)C3CCCCC3)C2)n1,KWVITUKLMNTECU-UHFFFAOYSA-N
f2587f3176a631f6,CN(C)c1cccc(C/N=C(/O)C2CN(C(=O)C3CCCCC3)C2)n1,KWVITUKLMNTECU-UHFFFAOYSA-N
75817b5f3f738155,Cc1ccc(-c2cncc(C(=O)NCc3cscn3)c2)cc1,FRXIOYNYLCVQGU-UHFFFAOYSA-N
6e651135c4646120,Cc1ccc(-c2cncc(/C(O)=N\Cc3cscn3)c2)cc1,FRXIOYNYLCVQGU-UHFFFAOYSA-N
26f5834fd39d9e4e,Cc1ccc(-c2cncc(/C(O)=N/Cc3cscn3)c2)cc1,FRXIOYNYLCVQGU-UHFFFAOYSA-N
f16668975b533e3e,O=C(NC1(C2CCSCC2)CC1)c1cncc(-c2ccccn2)c1,YELASKLMXLVSNE-UHFFFAOYSA-N
41a16bec5b1740ab,O/C(=N/C1(C2CCSCC2)CC1)c1cncc(-c2ccccn2)c1,YELASKLMXLVSNE-UHFFFAOYSA-N
7a7779a85684c590,O/C(=N\C1(C2CCSCC2)CC1)c1cncc(-c2ccccn2)c1,YELASKLMXLVSNE-UHFFFAOYSA-N
6c1a48dfad52975d,Cc1ccc(CNC(=O)COc2ccc(S(=O)(=O)NC(=O)Cc3ccc(C)cc3)cc2)cc1,ZRHMUXGHEVAKDW-UHFFFAOYSA-N
a2080cf901d5ea21,Cc1ccc(C/N=C(\O)COc2ccc(S(=O)(=O)NC(=O)Cc3ccc(C)cc3)cc2)cc1,ZRHMUXGHEVAKDW-UHFFFAOYSA-N
5df748419efa93b8,Cc1ccc(CNC(=O)COc2ccc(S(=O)(=O)/N=C(/O)Cc3ccc(C)cc3)cc2)cc1,ZRHMUXGHEVAKDW-UHFFFAOYSA-N
e1088aaffd015a20,Cc1ccc(C/N=C(/O)COc2ccc(S(=O)(=O)NC(=O)Cc3ccc(C)cc3)cc2)cc1,ZRHMUXGHEVAKDW-UHFFFAOYSA-N
7d19ff976c493f8c,Cc1ccc(CNC(=O)COc2ccc(S(=O)(=O)/N=C(\O)Cc3ccc(C)cc3)cc2)cc1,ZRHMUXGHEVAKDW-UHFFFAOYSA-N
2e214eb5fec2203c,Cc1c(Cc2ccc3c(c2)OCO3)sc2nc(-c3cccnc3)[nH]c(=O)c12,WIGAOUVLVJZWBF-UHFFFAOYSA-N
09b07b6ea72000cb,Cc1c(Cc2ccc3c(c2)OCO3)sc2nc(-c3cccnc3)nc(O)c12,WIGAOUVLVJZWBF-UHFFFAOYSA-N
85ddc6c2158caf90,Cc1c(Cc2ccc3c(c2)OCO3)sc2[nH]c(-c3cccnc3)nc(=O)c12,WIGAOUVLVJZWBF-UHFFFAOYSA-N
9ed43a902a61f3e5,Cc1cccc(Cn2nccc2NC(=O)c2cnc3snc(C)c3c2)c1,HNPLJDLBILRTDZ-UHFFFAOYSA-N
8610407207576059,Cc1cccc(Cn2nccc2/N=C(/O)c2cnc3snc(C)c3c2)c1,HNPLJDLBILRTDZ-UHFFFAOYSA-N
4d7dd385a6ab050c,Cc1cccc(Cn2nccc2/N=C(\O)c2cnc3snc(C)c3c2)c1,HNPLJDLBILRTDZ-UHFFFAOYSA-N
40a5c5849d3766f7,Cn1cncc1C(=O)Nc1cc(-c2ccc(Cl)cc2)nn1CCO,UPDBFFLJUGUEJC-UHFFFAOYSA-N
4bbb9fe64be93722,Cn1cncc1/C(O)=N\c1cc(-c2ccc(Cl)cc2)nn1CCO,UPDBFFLJUGUEJC-UHFFFAOYSA-N
28f734ad716afc2d,Cn1cncc1/C(O)=N/c1cc(-c2ccc(Cl)cc2)nn1CCO,UPDBFFLJUGUEJC-UHFFFAOYSA-N
d250ea121c85db74,Cc1ccc(C(=O)N(C)C)cc1NC(=O)N(C)C1(C(F)(F)F)CC1,ZNTVILLNESSXDM-UHFFFAOYSA-N
093c02f4a8f9f2d2,Cc1ccc(C(=O)N(C)C)cc1/N=C(\O)N(C)C1(C(F)(F)F)CC1,ZNTVILLNESSXDM-UHFFFAOYSA-N
8f711239e4cfb8e1,Cc1ccc(C(=O)N(C)C)cc1/N=C(/O)N(C)C1(C(F)(F)F)CC1,ZNTVILLNESSXDM-UHFFFAOYSA-N
103d4f15fed961a7,CCC1(Cn2cc(-c3cccc(C(F)(F)F)n3)nn2)COC1,JZRJXAPOGYPHEK-UHFFFAOYSA-N
4a69918cc418371b,Cc1cc(CNc2ccc(Cl)c(C#N)n2)nc(N2CCCC2)n1,DEWDGBANIMAKBM-UHFFFAOYSA-N
5c5ff0eb9f45e026,Cc1cc(C/N=c2/ccc(Cl)c(C#N)[nH]2)nc(N2CCCC2)n1,DEWDGBANIMAKBM-UHFFFAOYSA-N
f1f0337dd6d23d42,Cc1cc(C/N=c2\ccc(Cl)c(C#N)[nH]2)nc(N2CCCC2)n1,DEWDGBANIMAKBM-UHFFFAOYSA-N
95bd6cadf1025c80,CNCCCC(=O)Nc1ccc(Oc2cccc(Br)c2)nc1,RYYKAWGBLZGFTC-UHFFFAOYSA-N
27c35525744819a7,CNCCC/C(O)=N\c1ccc(Oc2cccc(Br)c2)nc1,RYYKAWGBLZGFTC-UHFFFAOYSA-N
b21ea56b4d85fa5b,CNCCC/C(O)=N/c1ccc(Oc2cccc(Br)c2)nc1,RYYKAWGBLZGFTC-UHFFFAOYSA-N
3e4690859c5936f8,OC1(CNCc2cn(Cc3ccccc3)nc2-c2cccnc2)CCCCC1,CRYZUGNDYKETRU-UHFFFAOYSA-N
b4421f82c8625930,Cc1cc(C)cc(OCc2nnc(N3CCc4ccc(O)cc4C3)n2Cc2cccs2)c1,NAFIIDYTPLCFJF-UHFFFAOYSA-N
dddb06759992e41b,O=C1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCCCC3)c2)c2cnccc2N1,RZFIMRUQWQTVLX-UHFFFAOYSA-N
408d9d3ffa2ffc6e,O=C(c1cccc(S(=O)(=O)N2CCCCCC2)c1)N1CCC(O)=Nc2ccncc21,RZFIMRUQWQTVLX-UHFFFAOYSA-N
6dd6402cc0ff7d94,C[C@H](c1ccccn1)n1cc(-c2ccn(CC(F)(F)F)n2)nn1,FFUYJATWBRHYNP-SNVBAGLBSA-N
0cdcd109d6becef2,Cc1c(NC(=O)c2cc(Cl)cn2C)cnn1C1CCCC1,ICOYCHMDNVERKN-UHFFFAOYSA-N
f6ce7740940c2e18,Cc1c(/N=C(\O)c2cc(Cl)cn2C)cnn1C1CCCC1,ICOYCHMDNVERKN-UHFFFAOYSA-N
f6fbd04161483a4f,Cc1c(/N=C(/O)c2cc(Cl)cn2C)cnn1C1CCCC1,ICOYCHMDNVERKN-UHFFFAOYSA-N
d8da66b953a3929c,Cc1oc(C(C)(C)C)cc1C(=O)N1CCc2c(ncn2C)C1,JISPBDOUMQZWLT-UHFFFAOYSA-N
5b65703dce8bfa56,Cc1cccc(Cl)c1S(=O)(=O)N1CC(N2CCNC2=O)C1,WZPODSCJBSNKBF-UHFFFAOYSA-N
05d02cdb8bad9ae5,Cc1cccc(Cl)c1S(=O)(=O)N1CC(N2CCN=C2O)C1,WZPODSCJBSNKBF-UHFFFAOYSA-N
05221bad97207e4d,Cc1ccc(-c2csc(NC(=O)c3nn(C)cc3Cl)n2)c(C)c1,AJLVZGXSQJZCFQ-UHFFFAOYSA-N
20c3c303c2c831f1,Cc1ccc(-c2cs/c(=N/C(=O)c3nn(C)cc3Cl)[nH]2)c(C)c1,AJLVZGXSQJZCFQ-UHFFFAOYSA-N
f739c387d0054a2f,Cc1ccc(-c2cs/c(=N\C(=O)c3nn(C)cc3Cl)[nH]2)c(C)c1,AJLVZGXSQJZCFQ-UHFFFAOYSA-N
225e03448bafbdab,CCOc1cn(-c2ccccc2)nc1C(=O)N1CCN(c2nc(C)cs2)CC1,SEPWUOXGZZKDBT-UHFFFAOYSA-N
fd867c5691cf0365,CC(C)(C)CCNC(=O)N1C[C@H]2CCC[C@@]2(c2nnc(C3CC3)o2)C1,PPHIGXYVGHWNPB-AUUYWEPGSA-N
fbf36a2eff8e2348,CC(C)(C)CC/N=C(\O)N1C[C@H]2CCC[C@@]2(c2nnc(C3CC3)o2)C1,PPHIGXYVGHWNPB-AUUYWEPGSA-N
2e9a1984e81a86dd,CC(C)(C)CC/N=C(/O)N1C[C@H]2CCC[C@@]2(c2nnc(C3CC3)o2)C1,PPHIGXYVGHWNPB-AUUYWEPGSA-N
214a2bb04a4d6ab0,CO[C@H]1C[C@@H](CN2CCCC2)N(c2ncnc3ccccc23)C1,FKTKOBGQSYLSJM-GJZGRUSLSA-N
953301f04bf3938e,O=C(N1C[C@H]2CCS(=O)(=O)[C@H]2C1)C1(c2cccc(F)c2)CC1,NAMGYZPYJISWBJ-RISCZKNCSA-N
11aaed36ca68cf3a,COc1ccc(C2CCN(C(=O)c3ccc(C)c(NC(=O)c4ccccc4)c3)CC2)cc1,GDTJKIABNOFURC-UHFFFAOYSA-N
fa077a4e7ae3a7f2,COc1ccc(C2CCN(C(=O)c3ccc(C)c(/N=C(/O)c4ccccc4)c3)CC2)cc1,GDTJKIABNOFURC-UHFFFAOYSA-N
8fb4e7ef6a710755,COc1ccc(C2CCN(C(=O)c3ccc(C)c(/N=C(\O)c4ccccc4)c3)CC2)cc1,GDTJKIABNOFURC-UHFFFAOYSA-N
cc982051dd07ccbb,Cc1ncc(C(=O)N(CC2CCCCC2)c2ccccn2)c(C)n1,XGJHFSLBYYZKDU-UHFFFAOYSA-N
3ad95ee586e32d74,CCCN(Cc1cc(F)ccc1F)C(=O)c1ccc2ncn(C)c(=O)c2c1,OSIYLOUHGXESDX-UHFFFAOYSA-N
70ace3786ed6425b,COc1cccc(C2CCN(C(=O)Cc3cc(C)on3)CC2)c1,RROMXXKPNPHXSO-UHFFFAOYSA-N
532321b061ca145d,Cc1cc(C)n(CCCC(=O)N2Cc3cnn(C)c3CC(C)(C)C2)n1,KMQWXPAJRBPVNE-UHFFFAOYSA-N
ada27f114cd94320,Cc1nc2ccccn2c1CNC(=O)c1c(-c2ccccc2Cl)noc1C,CRSCBMROFCDKSX-UHFFFAOYSA-N
279ce15da160e91e,Cc1nc2ccccn2c1C/N=C(/O)c1c(-c2ccccc2Cl)noc1C,CRSCBMROFCDKSX-UHFFFAOYSA-N
42d94d09f04fd2db,Cc1nc2ccccn2c1C/N=C(\O)c1c(-c2ccccc2Cl)noc1C,CRSCBMROFCDKSX-UHFFFAOYSA-N
d36063e2d5e15444,Cc1cccn2cc(C(=O)Nc3c4c(nn3C)CCCC4)cc12,KPUMQWNOZQZEFM-UHFFFAOYSA-N
69e765b81108b626,Cc1cccn2cc(/C(O)=N/c3c4c(nn3C)CCCC4)cc12,KPUMQWNOZQZEFM-UHFFFAOYSA-N
9744028ba3aa2878,Cc1cccn2cc(/C(O)=N\c3c4c(nn3C)CCCC4)cc12,KPUMQWNOZQZEFM-UHFFFAOYSA-N
d2a53c343ee2ce9d,CC(C)Cn1ncc2cc(C(=O)NCC[C@H]3CCCC[C@H]3O)cnc21,UNZGTDOZVNXHAA-RHSMWYFYSA-N
eb147c8151aeceaa,CC(C)Cn1ncc2cc(/C(O)=N\CC[C@H]3CCCC[C@H]3O)cnc21,UNZGTDOZVNXHAA-RHSMWYFYSA-N
cc9b1b750366e59a,CC(C)Cn1ncc2cc(/C(O)=N/CC[C@H]3CCCC[C@H]3O)cnc21,UNZGTDOZVNXHAA-RHSMWYFYSA-N
6536384fab32e456,CSCc1ccccc1NC(=O)CN(C)[C@@H]1CCC[C@H]1O,TYCNQWZFYDFMCR-HUUCEWRRSA-N
7d2cc1530aa855e9,CSCc1ccccc1/N=C(/O)CN(C)[C@@H]1CCC[C@H]1O,TYCNQWZFYDFMCR-HUUCEWRRSA-N
